"KZ1279_GB1420_0_0_mapq10_noDup.bed" "KZ1279_GB1422_0_0_mapq10_noDup.bed" "KZ1279_GB1424_0_0_mapq10_noDup.bed"
"1333" 10 11 4
"1334" 5 4 2
"1335" 5 1 1
"1336" 7 2 2
"1337" 139 28 12
"1338" 26 11 4
"1339" 84 27 3
"1340" 40 7 0
"1341" 22 4 0
"1342" 8 3 0
"1343" 42 22 9
"1344" 14 7 3
"1345" 115 19 21
"1346" 80 14 5
"1347" 15 5 3
"1348" 74 18 17
"1349" 123 20 8
"1350" 54 10 5
"1351" 35 8 3
"1352" 0 5 1
"1353" 6 5 1
"1354" 3 1 1
"1355" 11 3 0
"1356" 15 2 1
"1357" 4 3 0
"1358" 311 38 29
"1359" 4 1 0
"1360" 6 6 0
"1361" 140 37 7
"1362" 8 3 0
"1363" 3 4 3
"1364" 13 10 2
"1365" 117 27 23
"1366" 6 1 2
"1367" 2 3 2
"1368" 1 5 0
"1369" 30 18 2
"1370" 76 10 14
"1371" 37 11 12
"1372" 55 6 8
"1373" 69 17 6
"1374" 0 5 0
"1375" 8 1 1
"1376" 73 8 3
"1377" 26 3 1
"1378" 12 1 2
"1379" 17 2 0
"1380" 8 3 0
"1381" 89 17 0
"1382" 243 22 25
"1383" 9 6 0
"1384" 16 2 1
"1385" 84 8 20
"1386" 11 4 4
"1387" 11 2 1
"1388" 5 5 1
"1389" 3 3 2
"1390" 5 3 2
"1391" 11 4 0
"1392" 3 1 0
"1393" 22 5 0
"1394" 16 2 1
"1395" 17 5 2
"1396" 10 2 0
"1397" 116 18 11
"1398" 17 3 0
"1399" 4 2 1
"1400" 70 5 1
"1401" 16 6 3
"1402" 9 2 2
"1403" 97 20 8
"1404" 23 2 0
"1405" 307 36 3
"1406" 9 3 4
"1407" 123 15 3
"1408" 19 1 2
"1409" 5 1 0
"1410" 3 12 2
"1411" 21 7 1
"1412" 162 16 7
"1413" 11 2 0
"1414" 116 9 11
"1415" 165 15 0
"1416" 198 14 17
"1417" 133 31 8
"1418" 37 22 5
"1419" 79 17 13
"1420" 17 4 2
"1421" 30 7 2
"1422" 29 3 4
"1423" 101 14 12
"1424" 58 11 6
"1425" 168 24 10
"1426" 8 4 3
"1427" 212 46 14
"1428" 26 3 0
"1429" 31 3 1
"1430" 17 6 0
"1431" 146 26 21
"1432" 32 12 4
"1433" 80 19 4
"1434" 29 5 0
"1435" 15 3 2
"1436" 140 25 24
"1437" 22 9 7
"1438" 67 10 1
"1439" 37 6 3
"1440" 18 3 4
"1441" 118 19 15
"1442" 185 23 13
"1443" 1 4 3
"1444" 1 1 0
"1445" 9 5 4
"1446" 44 3 2
"1447" 72 3 9
"1448" 50 3 0
"1449" 38 7 1
"1450" 46 6 2
"1451" 145 20 3
"1452" 59 9 2
"1453" 4 9 4
"1454" 101 15 10
"1455" 4 11 3
"1456" 11 4 1
"1457" 170 28 12
"1458" 39 6 6
"1459" 57 10 39
"1460" 27 5 3
"1461" 6 1 2
"1462" 25 10 6
"1463" 12 7 6
"1464" 33 9 5
"1465" 29 4 2
"1466" 23 2 0
"1467" 24 4 2
"1468" 237 24 2
"1469" 23 5 4
"1470" 28 4 1
"1471" 27 8 0
"1472" 143 21 3
"1473" 125 12 12
"1474" 5 4 5
"1475" 85 8 14
"1476" 115 21 17
"1477" 47 13 1
"1478" 8 1 0
"1479" 115 15 16
"1480" 65 14 10
"1481" 4 12 4
"1482" 26 3 9
"1483" 55 13 15
"1484" 50 8 13
"1485" 58 15 13
"1486" 118 26 48
"1487" 13 4 8
"1488" 7 6 11
"1489" 16 6 8
"1490" 6 0 1
"1491" 14 7 0
"1492" 8 1 1
"1493" 12 1 0
"1494" 94 9 6
"1495" 94 16 1
"1496" 9 3 0
"1497" 92 17 23
"1498" 42 9 4
"1499" 3 12 0
"1500" 10 1 1
"1501" 61 17 14
"1502" 21 17 11
"1503" 6 5 1
"1504" 37 13 1
"1505" 13 12 2
"1506" 4 5 1
"1507" 10 3 3
"1508" 47 22 13
"1509" 6 2 1
"1510" 10 31 29
"1511" 4 3 1
"1512" 74 22 22
"1513" 48 9 8
"1514" 27 8 3
"1515" 60 26 16
"1516" 25 7 0
"1517" 62 10 5
"1518" 14 2 3
"1519" 50 12 17
"1520" 5 2 1
"1521" 8 0 2
"1522" 18 3 0
"1523" 31 4 5
"1524" 3 2 2
"1525" 4 3 0
"1526" 3 1 0
"1527" 30 9 29
"1528" 40 12 2
"1529" 71 12 0
"1530" 9 1 0
"1531" 2 0 0
"1532" 5 1 0
"1533" 7 6 1
"1534" 8 3 0
"1535" 5 5 1
"1536" 9 12 1
"1537" 19 17 12
"1538" 102 60 58
"1539" 14 20 7
"1540" 4 16 8
"1541" 8 1 0
"1542" 92 19 19
"1543" 169 37 34
"1544" 6 5 13
"1545" 1 1 1
"1546" 5 4 0
"1547" 6 19 4
"1548" 41 38 28
"1549" 6 1 2
"1550" 3 9 0
"1551" 5 0 3
"1552" 17 25 44
"1553" 11 12 5
"1554" 10 4 6
"1555" 5 0 4
"1556" 6 1 6
"1557" 9 1 14
"1558" 6 4 2
"1559" 1 3 2
"1560" 10 2 4
"1561" 7 4 2
"1562" 87 29 12
"1563" 14 7 0
"1564" 34 14 21
"1565" 88 21 7
"1566" 7 3 2
"1567" 11 1 2
"1568" 9 2 1
"1569" 34 10 19
"1570" 152 40 25
"1571" 12 2 1
"1572" 22 9 2
"1573" 96 17 25
"1574" 13 1 0
"1575" 11 3 1
"1576" 14 3 0
"1577" 62 12 9
"1578" 6 18 2
"1579" 2 2 1
"1580" 2 0 4
"1581" 99 12 11
"1582" 28 15 0
"1583" 24 5 1
"1584" 11 3 2
"1585" 12 2 0
"1586" 33 2 10
"1587" 45 3 4
"1588" 281 48 36
"1589" 3 2 0
"1590" 3 9 13
"1591" 2 1 0
"1592" 99 17 6
"1593" 109 22 21
"1594" 6 2 1
"1595" 2 3 0
"1596" 30 7 10
"1597" 92 18 20
"1598" 8 14 14
"1599" 2 0 0
"1600" 9 13 6
"1601" 6 3 1
"1602" 6 2 2
"1603" 3 2 0
"1604" 2 1 0
"1605" 100 36 21
"1606" 134 26 13
"1607" 85 31 16
"1608" 109 20 17
"1609" 75 11 6
"1610" 20 7 3
"1611" 43 4 7
"1612" 13 13 14
"1613" 91 21 7
"1614" 167 32 25
"1615" 41 22 10
"1616" 72 17 11
"1617" 82 8 6
"1618" 9 5 6
"1619" 13 10 11
"1620" 16 5 10
"1621" 133 21 23
"1622" 8 3 4
"1623" 14 2 0
"1624" 3 3 0
"1625" 16 1 1
"1626" 21 8 5
"1627" 12 4 2
"1628" 6 2 0
"1629" 5 5 1
"1630" 1 4 1
"1631" 9 7 0
"1632" 112 21 17
"1633" 1 5 1
"1634" 68 22 3
"1635" 5 0 0
"1636" 14 14 2
"1637" 26 7 1
"1638" 2 2 0
"1639" 182 56 20
"1640" 7 2 1
"1641" 8 3 1
"1642" 14 5 0
"1643" 10 3 0
"1644" 40 5 11
"1645" 1 2 0
"1646" 9 4 0
"1647" 7 2 1
"1648" 14 6 0
"1649" 1 2 0
"1650" 5 1 0
"1651" 2 0 2
"1652" 1 1 1
"1653" 2 8 0
"1654" 7 1 2
"1655" 3 6 0
"1656" 100 13 23
"1657" 99 16 15
"1658" 9 3 1
"1659" 12 0 2
"1660" 176 39 27
"1661" 100 13 18
"1662" 139 31 14
"1663" 63 12 12
"1664" 2 3 6
"1665" 54 20 27
"1666" 14 9 1
"1667" 4 1 1
"1668" 5 4 2
"1669" 73 21 12
"1670" 53 20 12
"1671" 110 32 1
"1672" 20 13 8
"1673" 152 30 15
"1674" 63 5 5
"1675" 14 4 2
"1676" 8 10 4
"1677" 4 3 6
"1678" 36 17 9
"1679" 90 36 13
"1680" 88 29 5
"1681" 15 11 1
"1682" 1 3 1
"1683" 123 30 16
"1684" 137 36 13
"1685" 116 35 16
"1686" 10 12 3
"1687" 9 7 4
"1688" 2 11 2
"1689" 105 27 20
"1690" 47 20 4
"1691" 83 23 10
"1692" 114 16 9
"1693" 11 5 1
"1694" 48 22 8
"1695" 8 3 4
"1696" 51 16 6
"1697" 45 13 5
"1698" 14 9 3
"1699" 92 26 12
"1700" 63 17 6
"1701" 81 33 18
"1702" 59 25 14
"1703" 5 7 3
"1704" 16 2 6
"1705" 85 17 10
"1706" 12 6 2
"1707" 1 7 2
"1708" 1 2 1
"1709" 1 3 2
"1710" 1 0 1
"1711" 74 23 4
"1712" 45 13 9
"1713" 6 4 6
"1714" 33 4 1
"1715" 64 18 0
"1716" 33 8 6
"1717" 69 36 11
"1718" 17 2 1
"1719" 40 12 4
"1720" 5 8 2
"1721" 66 14 5
"1722" 73 16 15
"1723" 5 5 1
"1724" 29 9 3
"1725" 132 37 12
"1726" 32 9 5
"1727" 113 27 6
"1728" 2 5 2
"1729" 7 5 2
"1730" 111 60 20
"1731" 15 12 3
"1732" 11 13 2
"1733" 4 9 8
"1734" 29 8 9
"1735" 81 26 13
"1736" 101 28 13
"1737" 177 78 20
"1738" 118 33 19
"1739" 46 7 1
"1740" 98 29 9
"1741" 48 10 11
"1742" 53 14 4
"1743" 23 4 4
"1744" 1 1 0
"1745" 6 7 1
"1746" 27 7 1
"1747" 93 27 15
"1748" 37 7 3
"1749" 107 37 16
"1750" 22 31 7
"1751" 125 39 21
"1752" 26 16 2
"1753" 77 14 11
"1754" 9 3 1
"1755" 20 5 0
"1756" 22 4 0
"1757" 183 29 10
"1758" 2 7 2
"1759" 4 8 2
"1760" 8 5 1
"1761" 1 6 0
"1762" 37 25 9
"1763" 8 6 7
"1764" 6 12 2
"1765" 30 12 4
"1766" 82 6 3
"1767" 40 9 11
"1768" 42 16 4
"1769" 15 13 2
"1770" 10 2 1
"1771" 16 5 0
"1772" 6 1 2
"1773" 103 50 9
"1774" 29 9 4
"1775" 6 13 4
"1776" 49 16 7
"1777" 19 3 2
"1778" 47 14 9
"1779" 3 19 9
"1780" 4 3 1
"1781" 35 10 7
"1782" 7 2 1
"1783" 117 21 17
"1784" 11 2 1
"1785" 10 8 3
"1786" 10 4 1
"1787" 48 28 13
"1788" 30 19 6
"1789" 9 3 3
"1790" 75 37 12
"1791" 9 15 1
"1792" 43 20 4
"1793" 40 16 10
"1794" 60 13 11
"1795" 15 12 5
"1796" 174 69 20
"1797" 83 34 7
"1798" 35 11 9
"1799" 28 27 5
"1800" 46 10 5
"1801" 69 19 9
"1802" 24 14 4
"1803" 67 31 7
"1804" 37 9 9
"1805" 112 32 13
"1806" 20 11 8
"1807" 5 6 0
"1808" 95 45 16
"1809" 68 16 10
"1810" 69 22 4
"1811" 71 25 10
"1812" 73 24 10
"1813" 54 19 4
"1814" 32 12 2
"1815" 12 6 0
"1816" 123 35 10
"1817" 14 5 2
"1818" 7 4 1
"1819" 43 17 8
"1820" 33 11 0
"1821" 5 2 4
"1822" 6 1 0
"1823" 19 7 7
"1824" 24 5 1
"1825" 11 7 3
"1826" 52 15 8
"1827" 23 11 4
"1828" 174 37 9
"1829" 8 2 0
"1830" 16 1 0
"1831" 20 10 1
"1832" 8 2 1
"1833" 36 11 3
"1834" 0 2 0
"1835" 86 22 10
"1836" 81 21 9
"1837" 78 22 2
"1838" 29 5 1
"1839" 68 12 5
"1840" 22 2 6
"1841" 63 10 2
"1842" 11 3 1
"1843" 5 1 1
"1844" 79 23 7
"1845" 53 13 8
"1846" 55 25 13
"1847" 6 3 1
"1848" 16 2 3
"1849" 14 6 2
"1850" 88 38 23
"1851" 53 17 6
"1852" 67 17 6
"1853" 5 6 0
"1854" 7 3 0
"1855" 24 11 3
"1856" 7 9 2
"1857" 2 5 3
"1858" 12 17 9
"1859" 7 6 4
"1860" 13 3 1
"1861" 72 29 9
"1862" 7 19 3
"1863" 0 7 2
"1864" 49 22 10
"1865" 102 29 19
"1866" 145 23 10
"1867" 16 4 0
"1868" 9 5 4
"1869" 2 4 1
"1870" 37 9 1
"1871" 80 19 6
"1872" 14 5 8
"1873" 10 3 7
"1874" 32 20 18
"1875" 5 8 4
"1876" 6 2 7
"1877" 5 11 8
"1878" 27 66 63
"1879" 8 10 6
"1880" 10 5 0
"1881" 7 6 2
"1882" 5 1 1
"1883" 22 7 4
"1884" 84 25 14
"1885" 15 8 2
"1886" 14 14 4
"1887" 71 14 8
"1888" 48 11 9
"1889" 77 29 13
"1890" 6 8 0
"1891" 66 15 2
"1892" 48 11 10
"1893" 73 20 17
"1894" 44 14 5
"1895" 23 4 0
"1896" 118 25 14
"1897" 44 7 1
"1898" 99 26 12
"1899" 14 5 4
"1900" 19 2 3
"1901" 143 44 47
"1902" 24 10 13
"1903" 47 18 8
"1904" 11 5 0
"1905" 92 4 9
"1906" 4 3 1
"1907" 64 21 8
"1908" 110 20 5
"1909" 14 7 1
"1910" 8 7 1
"1911" 54 22 12
"1912" 107 27 17
"1913" 69 26 25
"1914" 19 4 4
"1915" 3 1 0
"1916" 14 6 5
"1917" 67 17 6
"1918" 64 9 1
"1919" 20 5 0
"1920" 302 53 6
"1921" 194 61 22
"1922" 46 21 17
"1923" 63 20 3
"1924" 48 16 10
"1925" 9 8 0
"1926" 158 14 7
"1927" 16 10 3
"1928" 53 28 10
"1929" 29 15 6
"1930" 5 12 2
"1931" 2 2 0
"1932" 67 15 8
"1933" 5 2 1
"1934" 8 4 0
"1935" 78 36 8
"1936" 44 25 10
"1937" 1 0 0
"1938" 2 8 4
"1939" 1 6 1
"1940" 60 17 3
"1941" 163 47 19
"1942" 9 3 1
"1943" 50 10 5
"1944" 62 10 7
"1945" 57 17 8
"1946" 80 29 11
"1947" 5 8 2
"1948" 21 8 4
"1949" 8 3 1
"1950" 48 29 20
"1951" 13 6 4
"1952" 68 21 15
"1953" 24 9 4
"1954" 97 30 18
"1955" 149 28 15
"1956" 34 2 4
"1957" 80 15 9
"1958" 25 7 1
"1959" 42 17 5
"1960" 137 18 13
"1961" 10 2 1
"1962" 8 2 4
"1963" 11 7 1
"1964" 8 8 3
"1965" 16 6 0
"1966" 19 11 2
"1967" 11 1 2
"1968" 24 4 1
"1969" 92 18 11
"1970" 79 15 10
"1971" 8 9 0
"1972" 11 8 3
"1973" 14 5 2
"1974" 100 14 1
"1975" 68 12 20
"1976" 18 11 4
"1977" 152 15 8
"1978" 7 5 3
"1979" 57 15 21
"1980" 68 18 12
"1981" 82 14 16
"1982" 112 20 20
"1983" 43 15 13
"1984" 122 23 16
"1985" 37 11 2
"1986" 3 2 0
"1987" 23 4 4
"1988" 64 19 6
"1989" 1 7 2
"1990" 102 14 0
"1991" 10 5 0
"1992" 58 20 13
"1993" 14 8 1
"1994" 4 8 1
"1995" 47 6 9
"1996" 88 25 16
"1997" 4 3 1
"1998" 50 6 16
"1999" 364 82 53
"2000" 70 14 12
"2001" 59 14 17
"2002" 73 8 14
"2003" 25 3 2
"2004" 4 0 0
"2005" 4 0 0
"2006" 13 5 0
"2007" 3 0 2
"2008" 7 1 1
"2009" 4 6 1
"2010" 23 6 19
"2011" 1 0 1
"2012" 10 2 3
"2013" 10 1 2
"2014" 19 3 1
"2015" 8 0 1
"2016" 43 9 10
"2017" 143 20 6
"2018" 50 6 3
"2019" 18 1 0
"2020" 32 2 2
"2021" 3 0 0
"2022" 2 0 2
"2023" 4 4 1
"2024" 7 4 1
"2025" 9 1 0
"2026" 9 2 0
"2027" 111 22 18
"2028" 110 23 34
"2029" 7 0 1
"2030" 1 1 2
"2031" 93 25 22
"2032" 5 15 4
"2033" 32 8 4
"2034" 21 3 0
"2035" 2 13 6
"2036" 2 1 1
"2037" 1 5 0
"2038" 26 5 0
"2039" 67 21 22
"2040" 204 50 7
"2041" 10 1 0
"2042" 11 3 3
"2043" 57 8 10
"2044" 15 4 12
"2045" 4 1 0
"2046" 13 9 2
"2047" 15 11 1
"2048" 48 19 7
"2049" 105 25 23
"2050" 5 2 1
"2051" 0 5 1
"2052" 67 24 31
"2053" 2 0 3
"2054" 13 5 2
"2055" 172 28 5
"2056" 10 3 1
"2057" 16 5 2
"2058" 12 4 0
"2059" 162 46 20
"2060" 4 2 0
"2061" 3 1 0
"2062" 10 4 0
"2063" 53 24 3
"2064" 11 3 0
"2065" 0 0 0
"2066" 246 61 22
"2067" 74 17 6
"2068" 7 3 0
"2069" 45 9 3
"2070" 148 34 28
"2071" 16 4 1
"2072" 3 5 0
"2073" 8 2 2
"2074" 8 4 3
"2075" 4 0 3
"2076" 3 4 1
"2077" 23 21 57
"2078" 10 4 1
"2079" 15 5 1
"2080" 33 5 0
"2081" 177 24 5
"2082" 4 2 0
"2083" 7 2 1
"2084" 1 1 2
"2085" 113 34 7
"2086" 4 2 0
"2087" 15 4 3
"2088" 16 14 14
"2089" 161 32 21
"2090" 7 3 0
"2091" 32 1 3
"2092" 12 2 1
"2093" 44 5 5
"2094" 3 5 3
"2095" 8 1 2
"2096" 6 3 1
"2097" 50 15 14
"2098" 20 6 1
"2099" 112 29 17
"2100" 6 4 0
"2101" 53 7 16
"2102" 7 3 1
"2103" 13 5 0
"2104" 6 2 1
"2105" 17 7 6
"2106" 125 20 18
"2107" 25 6 0
"2108" 21 1 0
"2109" 102 33 6
"2110" 2 0 1
"2111" 25 1 0
"2112" 17 3 0
"2113" 11 2 0
"2114" 6 0 1
"2115" 72 19 17
"2116" 67 22 18
"2117" 3 0 3
"2118" 9 1 1
"2119" 5 3 5
"2120" 7 10 15
"2121" 1 0 0
"2122" 14 13 29
"2123" 6 1 3
"2124" 6 6 2
"2125" 5 3 1
"2126" 3 0 0
"2127" 5 3 0
"2128" 2 0 0
"2129" 2 1 0
"2130" 92 10 1
"2131" 5 1 0
"2132" 1 1 1
"2133" 6 2 2
"2134" 116 23 3
"2135" 4 1 1
"2136" 120 24 3
"2137" 3 1 0
"2138" 12 2 0
"2139" 14 2 2
"2140" 23 5 1
"2141" 2 1 0
"2142" 2 3 0
"2143" 6 1 0
"2144" 6 1 0
"2145" 12 4 1
"2146" 3 1 0
"2147" 1 10 1
"2148" 3 6 5
"2149" 58 12 15
"2150" 0 0 0
"2151" 6 0 1
"2152" 4 0 0
"2153" 75 14 7
"2154" 4 0 0
"2155" 80 29 4
"2156" 12 2 2
"2157" 6 2 0
"2158" 4 2 3
"2159" 123 24 14
"2160" 4 3 0
"2161" 10 5 2
"2162" 34 9 3
"2163" 28 2 1
"2164" 8 2 1
"2165" 4 17 2
"2166" 10 1 4
"2167" 63 24 2
"2168" 39 9 8
"2169" 87 32 11
"2170" 10 5 7
"2171" 31 10 5
"2172" 39 7 5
"2173" 81 23 11
"2174" 47 13 7
"2175" 65 20 11
"2176" 3 7 0
"2177" 8 6 1
"2178" 7 3 1
"2179" 69 21 10
"2180" 50 19 9
"2181" 4 2 2
"2182" 6 1 1
"2183" 2 3 2
"2184" 63 20 15
"2185" 4 5 1
"2186" 8 2 0
"2187" 53 17 6
"2188" 12 8 1
"2189" 60 9 7
"2190" 21 4 4
"2191" 58 15 6
"2192" 1 1 1
"2193" 18 12 2
"2194" 118 24 3
"2195" 37 8 1
"2196" 285 69 11
"2197" 4 2 1
"2198" 7 1 1
"2199" 16 1 1
"2200" 6 1 1
"2201" 13 6 3
"2202" 3 1 2
"2203" 3 2 1
"2204" 97 29 14
"2205" 4 2 2
"2206" 5 2 3
"2207" 20 13 13
"2208" 39 17 12
"2209" 4 2 2
"2210" 8 1 3
"2211" 5 1 5
"2212" 8 5 6
"2213" 3 5 0
"2214" 85 18 10
"2215" 18 4 1
"2216" 88 30 15
"2217" 3 2 2
"2218" 11 3 1
"2219" 1 1 1
"2220" 102 32 17
"2221" 6 0 1
"2222" 42 6 5
"2223" 46 11 4
"2224" 61 17 8
"2225" 1 2 1
"2226" 4 6 3
"2227" 68 20 17
"2228" 21 8 8
"2229" 10 10 20
"2230" 17 8 21
"2231" 209 17 9
"2232" 36 8 1
"2233" 26 6 0
"2234" 3 11 1
"2235" 94 25 13
"2236" 90 17 6
"2237" 6 6 0
"2238" 6 1 1
"2239" 80 22 19
"2240" 6 4 1
"2241" 0 2 0
"2242" 13 11 2
"2243" 1 7 1
"2244" 3 5 1
"2245" 97 27 5
"2246" 76 20 3
"2247" 202 30 8
"2248" 3 2 0
"2249" 1 5 0
"2250" 4 1 1
"2251" 35 10 4
"2252" 9 3 1
"2253" 8 3 1
"2254" 14 10 2
"2255" 6 4 1
"2256" 5 3 5
"2257" 15 11 0
"2258" 11 6 2
"2259" 4 0 0
"2260" 112 39 19
"2261" 7 4 1
"2262" 124 37 24
"2263" 21 7 1
"2264" 8 2 0
"2265" 2 0 0
"2266" 86 16 6
"2267" 17 8 4
"2268" 20 7 0
"2269" 6 2 2
"2270" 13 5 1
"2271" 7 2 0
"2272" 5 2 2
"2273" 3 1 2
"2274" 0 0 0
"2275" 11 3 0
"2276" 5 5 1
"2277" 62 22 10
"2278" 7 7 1
"2279" 18 21 2
"2280" 6 1 0
"2281" 15 0 2
"2282" 52 8 9
"2283" 170 35 21
"2284" 11 4 4
"2285" 73 15 10
"2286" 9 11 3
"2287" 8 4 0
"2288" 8 3 0
"2289" 9 3 1
"2290" 9 3 1
"2291" 69 14 17
"2292" 8 4 4
"2293" 82 17 21
"2294" 13 4 0
"2295" 3 2 4
"2296" 1 2 1
"2297" 31 13 37
"2298" 6 2 1
"2299" 6 2 2
"2300" 22 7 0
"2301" 4 6 0
"2302" 16 13 2
"2303" 29 5 2
"2304" 85 18 14
"2305" 0 0 0
"2306" 11 0 0
"2307" 64 6 8
"2308" 3 11 2
"2309" 100 23 12
"2310" 47 16 9
"2311" 60 15 20
"2312" 10 4 1
"2313" 8 7 0
"2314" 2 5 0
"2315" 7 5 1
"2316" 67 23 14
"2317" 17 2 0
"2318" 154 19 11
"2319" 56 7 3
"2320" 14 7 4
"2321" 43 5 6
"2322" 19 8 1
"2323" 5 0 0
"2324" 16 3 11
"2325" 9 2 3
"2326" 10 3 1
"2327" 2 1 2
"2328" 18 14 1
"2329" 16 4 0
"2330" 54 12 5
"2331" 146 32 3
"2332" 99 20 18
"2333" 90 27 24
"2334" 132 37 17
"2335" 100 23 27
"2336" 81 21 9
"2337" 224 46 4
"2338" 17 7 2
"2339" 76 10 5
"2340" 97 35 20
"2341" 92 24 3
"2342" 1 6 0
"2343" 54 43 11
"2344" 26 15 2
"2345" 89 27 21
"2346" 253 53 24
"2347" 31 11 3
"2348" 8 2 2
"2349" 20 5 1
"2350" 6 6 0
"2351" 37 5 5
"2352" 15 6 5
"2353" 4 18 3
"2354" 61 14 7
"2355" 108 34 16
"2356" 72 16 9
"2357" 5 2 2
"2358" 101 26 10
"2359" 134 18 5
"2360" 73 21 16
"2361" 99 23 12
"2362" 113 24 13
"2363" 76 17 12
"2364" 85 27 14
"2365" 28 6 4
"2366" 75 31 7
"2367" 78 19 19
"2368" 28 3 2
"2369" 71 33 5
"2370" 3 6 1
"2371" 82 17 6
"2372" 3 5 2
"2373" 7 7 2
"2374" 148 35 14
"2375" 66 31 7
"2376" 9 4 2
"2377" 49 12 10
"2378" 4 3 3
"2379" 10 7 2
"2380" 6 9 5
"2381" 12 20 4
"2382" 5 5 0
"2383" 3 2 0
"2384" 109 26 24
"2385" 2 7 1
"2386" 46 19 10
"2387" 40 11 2
"2388" 29 7 2
"2389" 4 4 2
"2390" 24 14 4
"2391" 16 3 0
"2392" 156 24 16
"2393" 3 9 1
"2394" 107 40 26
"2395" 102 33 8
"2396" 1 3 0
"2397" 151 27 14
"2398" 145 27 18
"2399" 8 8 4
"2400" 1 8 1
"2401" 3 2 0
"2402" 8 2 2
"2403" 4 5 1
"2404" 6 3 1
"2405" 7 5 0
"2406" 4 3 2
"2407" 1 0 2
"2408" 49 15 9
"2409" 5 3 2
"2410" 8 25 22
"2411" 5 5 0
"2412" 3 12 6
"2413" 10 18 20
"2414" 4 1 1
"2415" 54 12 3
"2416" 55 18 7
"2417" 21 8 4
"2418" 15 4 0
"2419" 1 7 0
"2420" 74 22 15
"2421" 94 20 18
"2422" 74 13 7
"2423" 18 9 0
"2424" 10 6 2
"2425" 28 3 2
"2426" 140 15 20
"2427" 133 35 24
"2428" 7 1 0
"2429" 8 0 1
"2430" 3 2 0
"2431" 8 5 1
"2432" 1 1 0
"2433" 7 4 1
"2434" 1 1 0
"2435" 437 317 90
"2436" 14 5 3
"2437" 135 101 41
"2438" 3955 3453 1292
"2439" 38 7 3
"2440" 76 13 13
"2441" 90 16 2
"2442" 16 1 2
"2443" 9 5 0
"2444" 17 2 0
"2445" 30 14 3
"2446" 4 10 3
"2447" 76 12 6
"2448" 52 19 8
"2449" 2 9 2
"2450" 1 9 0
"2451" 238 12 5
"2452" 25 3 2
"2453" 7 2 3
"2454" 81 13 11
"2455" 63 12 11
"2456" 194 23 27
"2457" 22 9 5
"2458" 59 13 5
"2459" 107 33 24
"2460" 4 2 1
"2461" 13 4 0
"2462" 2 12 3
"2463" 77 19 10
"2464" 14 4 1
"2465" 15 4 7
"2466" 2 4 1
"2467" 66 24 11
"2468" 2 2 0
"2469" 119 36 15
"2470" 66 20 2
"2471" 17 7 0
"2472" 102 28 13
"2473" 13 13 3
"2474" 75 19 11
"2475" 10 5 2
"2476" 4 2 0
"2477" 1 13 1
"2478" 142 19 30
"2479" 6 5 0
"2480" 2 5 1
"2481" 76 20 30
"2482" 34 8 7
"2483" 0 3 1
"2484" 3 16 1
"2485" 63 26 14
"2486" 10 1 0
"2487" 67 9 2
"2488" 4 0 0
"2489" 5 0 2
"2490" 7 2 1
"2491" 3 3 1
"2492" 19 5 9
"2493" 75 21 13
"2494" 13 4 4
"2495" 9 3 2
"2496" 21 0 0
"2497" 21 8 0
"2498" 81 26 2
"2499" 221 41 2
"2500" 85 27 15
"2501" 161 39 9
"2502" 63 14 10
"2503" 26 5 1
"2504" 18 10 1
"2505" 1 0 2
"2506" 14 5 1
"2507" 14 2 0
"2508" 184 33 9
"2509" 107 27 19
"2510" 102 26 33
"2511" 18 4 4
"2512" 96 20 10
"2513" 75 12 6
"2514" 111 25 23
"2515" 57 9 10
"2516" 10 7 1
"2517" 2 3 0
"2518" 8 3 3
"2519" 27 2 1
"2520" 8 3 1
"2521" 8 2 0
"2522" 121 20 7
"2523" 6 6 8
"2524" 155 39 18
"2525" 6 1 10
"2526" 76 18 18
"2527" 60 16 7
"2528" 7 0 1
"2529" 39 9 14
"2530" 1 0 2
"2531" 61 5 14
"2532" 6 3 2
"2533" 14 4 1
"2534" 338 82 9
"2535" 10 6 0
"2536" 12 3 1
"2537" 26 1 0
"2538" 54 8 2
"2539" 108 31 7
"2540" 18 3 0
"2541" 26 6 3
"2542" 194 37 25
"2543" 83 20 7
"2544" 11 7 4
"2545" 18 7 4
"2546" 33 31 24
"2547" 15 6 3
"2548" 3 1 0
"2549" 9 3 4
"2550" 6 6 1
"2551" 237 29 9
"2552" 14 0 2
"2553" 28 11 0
"2554" 89 20 11
"2555" 58 12 7
"2556" 13 7 2
"2557" 19 5 2
"2558" 138 59 12
"2559" 9 7 1
"2560" 11 10 0
"2561" 45 18 1
"2562" 26 5 6
"2563" 1 9 3
"2564" 3 7 4
"2565" 17 16 5
"2566" 17 7 12
"2567" 128 29 22
"2568" 202 20 15
"2569" 30 2 3
"2570" 29 7 3
"2571" 71 13 3
"2572" 80 21 8
"2573" 15 2 2
"2574" 19 19 7
"2575" 126 22 15
"2576" 61 18 11
"2577" 17 4 0
"2578" 26 9 4
"2579" 58 10 5
"2580" 7 2 0
"2581" 74 20 8
"2582" 76 14 2
"2583" 72 15 8
"2584" 97 43 14
"2585" 49 7 2
"2586" 81 9 7
"2587" 12 3 2
"2588" 78 17 12
"2589" 5 21 0
"2590" 6 1 3
"2591" 17 4 0
"2592" 7 9 1
"2593" 85 24 7
"2594" 13 31 7
"2595" 11 3 4
"2596" 95 28 6
