"KZ730-GA6909_0_0_mapq10_noDup.bed" "Lit_ESC_H3K4me3_0_0_mapq10_noDup.bed" "Lit_naive_H3K4me3_0_0_mapq10_noDup.bed"
"6897" 914 64 6
"6898" 201 0 5
"6899" 95 1 0
"6900" 198 2 3
"6901" 261 1 0
"6902" 1511 59 5
"6903" 406 1 2
"6904" 75 0 3
"6905" 1051 74 55
"6906" 74 1 0
"6907" 18 68 95
"6908" 222 7 1
"6909" 235 2 3
"6910" 236 2 1
"6911" 221 2 2
"6912" 309 55 2
"6913" 1877 76 14
"6914" 996 42 3
"6915" 71 0 3
"6916" 75 0 0
"6917" 227 0 2
"6918" 124 0 5
"6919" 811 28 158
"6920" 280 1 2
"6921" 202 0 4
"6922" 107 2 1
"6923" 8 39 1
"6924" 1225 207 90
"6925" 12 58 60
"6926" 13 3 49
"6927" 562 46 56
"6928" 21 21 40
"6929" 68 2 1
"6930" 890 53 138
"6931" 186 0 1
"6932" 717 100 113
"6933" 1014 175 114
"6934" 81 0 3
"6935" 56 0 2
"6936" 96 3 2
"6937" 279 1 2
"6938" 138 3 1
"6939" 4 25 5
"6940" 174 4 3
"6941" 134 1 1
"6942" 77 1 0
"6943" 106 1 1
"6944" 55 0 2
"6945" 170 0 2
"6946" 151 0 2
"6947" 722 2 3
"6948" 1300 7 7
"6949" 72 1 0
"6950" 166 1 0
"6951" 67 1 3
"6952" 5 30 1
"6953" 116 0 5
"6954" 56 0 0
"6955" 133 0 1
"6956" 172 5 4
"6957" 422 1 2
"6958" 393 47 1
"6959" 64 1 2
"6960" 124 1 1
"6961" 165 3 0
"6962" 914 0 14
"6963" 95 0 5
"6964" 627 14 2
"6965" 61 0 0
"6966" 66 0 1
"6967" 6 41 3
"6968" 55 0 1
"6969" 1378 49 3
"6970" 64 0 0
"6971" 786 76 38
"6972" 1340 178 114
"6973" 123 4 2
"6974" 25 2 29
"6975" 1302 168 159
"6976" 1556 111 141
"6977" 139 1 2
"6978" 61 3 3
"6979" 69 2 2
"6980" 732 9 74
"6981" 1 2 17
"6982" 702 60 75
"6983" 110 1 1
"6984" 89 2 4
"6985" 480 83 76
"6986" 743 84 103
"6987" 24 10 36
"6988" 573 43 52
"6989" 1783 208 161
"6990" 72 0 6
"6991" 53 0 1
"6992" 7 29 2
"6993" 156 2 0
"6994" 831 109 168
"6995" 73 1 3
"6996" 153 1 2
"6997" 127 4 4
"6998" 233 3 6
"6999" 99 2 4
"7000" 272 5 49
"7001" 707 43 135
"7002" 2720 303 516
"7003" 649 5 118
"7004" 1051 127 48
"7005" 399 107 68
"7006" 646 82 42
"7007" 448 62 48
"7008" 568 116 77
"7009" 232 96 50
"7010" 75 0 2
"7011" 166 2 3
"7012" 799 43 71
"7013" 215 1 1
"7014" 120 3 8
"7015" 905 36 44
"7016" 218 3 4
"7017" 587 61 59
"7018" 125 5 6
"7019" 312 13 21
"7020" 76 0 2
"7021" 274 5 2
"7022" 6 20 29
"7023" 5 55 12
"7024" 206 2 9
"7025" 88 0 3
"7026" 43 16 19
"7027" 7 27 24
"7028" 623 23 110
"7029" 1581 86 140
"7030" 757 131 40
"7031" 309 21 35
"7032" 1175 80 72
"7033" 27 45 7
"7034" 15 33 0
"7035" 763 77 82
"7036" 1036 56 143
"7037" 130 22 28
"7038" 1453 46 22
"7039" 902 84 108
"7040" 12 64 12
"7041" 537 59 88
"7042" 67 3 1
"7043" 1155 180 134
"7044" 68 1 1
"7045" 820 95 64
"7046" 27 34 132
"7047" 504 31 52
"7048" 1769 289 184
"7049" 714 90 134
"7050" 70 2 0
"7051" 6 16 1
"7052" 1 13 0
"7053" 628 82 50
"7054" 198 78 45
"7055" 204 0 2
"7056" 67 1 2
"7057" 1219 169 187
"7058" 308 0 3
"7059" 146 1 1
"7060" 160 5 2
"7061" 1801 187 122
"7062" 19 60 6
"7063" 15 4 22
"7064" 34 51 9
"7065" 1284 139 123
"7066" 109 2 3
"7067" 4 28 0
"7068" 72 1 2
"7069" 53 47 60
"7070" 327 106 93
"7071" 197 3 2
"7072" 972 141 84
"7073" 1 19 1
"7074" 16 49 2
"7075" 806 113 71
"7076" 87 2 0
"7077" 138 0 0
"7078" 1321 176 212
"7079" 74 1 2
"7080" 136 0 1
"7081" 65 0 1
"7082" 639 4 3
"7083" 744 76 88
"7084" 290 13 4
"7085" 5 23 10
"7086" 1317 113 299
"7087" 1204 28 74
"7088" 65 0 5
"7089" 53 0 1
"7090" 68 0 1
"7091" 7 4 21
"7092" 130 0 2
"7093" 885 80 88
"7094" 732 145 61
"7095" 7 17 32
"7096" 624 29 40
"7097" 88 0 5
"7098" 714 68 45
"7099" 1318 170 233
"7100" 1058 128 128
"7101" 417 11 30
"7102" 242 28 94
"7103" 95 16 5
"7104" 706 49 88
"7105" 797 97 111
"7106" 129 0 3
"7107" 56 1 1
"7108" 794 81 164
"7109" 650 138 53
"7110" 80 1 1
"7111" 23 44 97
"7112" 99 0 1
"7113" 482 42 62
"7114" 1105 217 165
"7115" 1200 171 194
"7116" 731 111 71
"7117" 1349 211 162
"7118" 917 67 96
"7119" 3 23 14
"7120" 459 36 79
"7121" 402 32 8
"7122" 611 30 69
"7123" 7 80 4
"7124" 634 92 73
"7125" 2 1 34
"7126" 1004 141 99
"7127" 92 3 5
"7128" 31 19 44
"7129" 669 52 70
"7130" 88 1 5
"7131" 778 84 84
"7132" 112 0 5
"7133" 131 1 4
"7134" 3860 116 151
"7135" 125 1 5
"7136" 54 3 3
"7137" 1151 153 116
"7138" 81 1 1
"7139" 1157 160 52
"7140" 311 11 185
"7141" 553 12 7
"7142" 496 95 100
"7143" 770 105 61
"7144" 58 2 7
"7145" 390 57 66
"7146" 1106 145 96
"7147" 73 2 0
"7148" 68 0 0
"7149" 80 0 5
"7150" 1037 3 11
"7151" 88 2 1
"7152" 88 0 4
"7153" 880 81 114
"7154" 109 0 2
"7155" 942 110 104
"7156" 164 2 6
"7157" 468 60 150
"7158" 8 61 1
"7159" 1069 95 187
"7160" 833 154 136
"7161" 1209 194 183
"7162" 74 1 3
"7163" 8 19 1
"7164" 153 4 6
"7165" 22 38 10
"7166" 765 65 108
"7167" 154 3 4
"7168" 1623 157 102
"7169" 1094 99 212
"7170" 511 51 10
"7171" 34 103 5
"7172" 524 68 46
"7173" 1228 70 264
"7174" 138 2 3
"7175" 63 0 1
"7176" 37 69 6
"7177" 1467 304 169
"7178" 913 76 83
"7179" 780 68 114
"7180" 539 16 57
"7181" 199 22 37
"7182" 129 0 14
"7183" 973 100 220
"7184" 64 3 0
"7185" 577 51 108
"7186" 1044 104 111
"7187" 791 86 121
"7188" 719 125 30
"7189" 54 0 1
"7190" 651 103 101
"7191" 68 1 3
"7192" 3 62 2
"7193" 16 24 1
"7194" 286 0 2
"7195" 746 117 72
"7196" 591 40 102
"7197" 86 0 2
"7198" 5 15 0
"7199" 91 9 12
"7200" 12 44 68
"7201" 9 25 1
"7202" 140 2 4
"7203" 105 0 3
"7204" 895 47 81
"7205" 15 0 24
"7206" 99 1 2
"7207" 59 1 3
"7208" 93 2 4
"7209" 888 168 128
"7210" 808 100 168
"7211" 501 64 36
"7212" 98 1 25
"7213" 540 69 107
"7214" 834 89 45
"7215" 255 1 2
"7216" 100 3 17
"7217" 146 1 8
"7218" 117 1 8
"7219" 655 126 67
"7220" 208 0 12
"7221" 85 1 3
"7222" 725 85 48
"7223" 511 41 79
"7224" 10 45 2
"7225" 159 2 6
"7226" 497 48 59
"7227" 6 58 27
"7228" 35 3 79
"7229" 38 2 142
"7230" 2 40 0
"7231" 11 51 11
"7232" 1479 61 5
"7233" 6 29 0
"7234" 15 18 3
"7235" 157 2 3
"7236" 179 3 0
"7237" 950 54 161
"7238" 382 18 6
"7239" 82 3 3
"7240" 961 148 126
"7241" 94 2 1
"7242" 764 47 142
"7243" 74 0 3
"7244" 45 0 86
"7245" 1066 179 178
"7246" 70 2 1
"7247" 451 70 19
"7248" 69 2 0
"7249" 68 0 1
"7250" 88 0 3
"7251" 12 52 2
"7252" 251 2 1
"7253" 87 0 2
"7254" 200 0 4
"7255" 66 3 1
"7256" 1012 95 94
"7257" 70 0 2
"7258" 70 1 2
"7259" 75 0 11
"7260" 1013 94 121
"7261" 160 2 4
"7262" 116 0 0
"7263" 1754 191 103
"7264" 89 1 1
"7265" 161 3 1
"7266" 93 0 1
"7267" 624 3 6
"7268" 233 3 0
"7269" 1181 167 90
"7270" 96 1 26
"7271" 6 17 26
"7272" 182 9 12
"7273" 5 64 2
"7274" 1168 155 126
"7275" 157 1 3
"7276" 106 7 2
"7277" 98 0 0
"7278" 111 0 0
"7279" 119 1 1
"7280" 78 2 0
"7281" 153 0 4
"7282" 107 0 2
"7283" 190 0 0
"7284" 163 0 1
"7285" 156 1 1
"7286" 529 38 49
"7287" 69 0 2
"7288" 666 110 35
"7289" 674 97 99
"7290" 3 4 20
"7291" 59 0 2
"7292" 1070 135 64
"7293" 1014 99 81
"7294" 299 1 1
"7295" 64 0 1
"7296" 135 1 0
"7297" 112 3 1
"7298" 455 2 3
"7299" 2119 35 10
"7300" 85 0 2
"7301" 471 51 53
"7302" 260 1 1
"7303" 984 51 18
"7304" 63 0 1
"7305" 230 0 1
"7306" 87 0 0
"7307" 110 0 0
"7308" 1131 6 138
"7309" 62 3 3
"7310" 240 0 1
"7311" 161 0 4
"7312" 118 1 1
"7313" 71 0 0
"7314" 80 1 2
"7315" 63 1 0
"7316" 221 1 12
"7317" 123 4 3
"7318" 129 1 1
"7319" 104 2 2
"7320" 72 0 0
"7321" 88 0 3
"7322" 5 17 12
"7323" 1465 139 106
"7324" 944 14 14
"7325" 117 2 4
"7326" 72 0 1
"7327" 6 34 3
"7328" 116 0 1
"7329" 12 25 0
"7330" 166 2 2
"7331" 468 42 42
"7332" 673 54 67
"7333" 560 66 54
"7334" 811 53 88
"7335" 71 1 2
"7336" 4 27 4
"7337" 9 1 23
"7338" 29 51 79
"7339" 75 0 3
"7340" 82 2 2
"7341" 167 1 5
"7342" 153 0 4
"7343" 81 1 3
"7344" 7 57 0
"7345" 219 2 2
"7346" 3 1 21
"7347" 2434 210 85
"7348" 569 24 27
"7349" 83 4 2
"7350" 116 0 3
"7351" 7 13 33
"7352" 1029 91 108
"7353" 110 2 2
"7354" 100 0 2
"7355" 2862 38 60
"7356" 121 1 2
"7357" 596 3 1
"7358" 285 0 0
"7359" 18 46 71
"7360" 94 0 0
"7361" 183 1 3
"7362" 55 11 4
"7363" 765 65 55
"7364" 116 2 54
"7365" 749 70 81
"7366" 12 2 22
"7367" 374 78 182
"7368" 604 71 20
"7369" 85 3 3
"7370" 3 21 2
"7371" 58 0 2
"7372" 19 6 73
"7373" 196 6 18
"7374" 152 2 3
"7375" 297 3 5
"7376" 78 2 2
"7377" 1910 242 363
"7378" 194 3 5
"7379" 22 2 32
"7380" 213 4 2
"7381" 565 5 8
"7382" 74 1 7
"7383" 104 2 93
"7384" 164 2 59
"7385" 1083 47 39
"7386" 5 1 71
"7387" 495 87 33
"7388" 105 1 3
"7389" 523 19 34
"7390" 6 0 19
"7391" 605 90 90
"7392" 1269 322 159
"7393" 1258 64 127
"7394" 1102 107 156
"7395" 1342 211 85
"7396" 1241 206 68
"7397" 266 13 21
"7398" 1155 139 70
"7399" 7 4 24
"7400" 16 0 50
"7401" 96 9 658
"7402" 3 1 16
"7403" 52 2 51
"7404" 15 0 26
"7405" 38 0 36
"7406" 72 6 60
"7407" 13 3 28
"7408" 65 1 2
"7409" 5 7 96
"7410" 112 0 3
"7411" 566 28 40
"7412" 6 18 8
"7413" 4 5 23
"7414" 6 25 1
"7415" 172 1 5
"7416" 75 2 1
"7417" 13 20 2
"7418" 406 1 2
"7419" 1200 95 45
"7420" 96 27 12
"7421" 25 81 4
"7422" 4 45 0
"7423" 133 2 1
"7424" 1 16 0
"7425" 84 1 1
"7426" 172 0 2
"7427" 77 1 1
"7428" 98 1 5
"7429" 1009 87 100
"7430" 942 140 98
"7431" 10 1 15
"7432" 240 1 7
"7433" 13 76 1
"7434" 137 1 2
"7435" 136 2 3
"7436" 14 25 0
"7437" 68 0 0
"7438" 6 23 6
"7439" 13 61 232
"7440" 193 0 2
"7441" 102 0 3
"7442" 69 1 0
"7443" 86 1 1
"7444" 137 0 6
"7445" 84 2 2
"7446" 81 0 5
"7447" 699 65 130
"7448" 413 32 85
"7449" 65 1 1
"7450" 85 3 0
"7451" 171 0 2
"7452" 10 1 73
"7453" 581 47 155
"7454" 595 22 123
"7455" 71 0 0
"7456" 202 5 6
"7457" 76 4 0
"7458" 765 80 68
"7459" 13 4 114
"7460" 875 12 104
"7461" 4 0 18
"7462" 13 2 208
"7463" 12 2 116
"7464" 201 13 71
"7465" 56 0 1
"7466" 1450 176 125
"7467" 987 180 133
"7468" 101 0 0
"7469" 694 115 77
"7470" 3 19 6
"7471" 79 0 2
"7472" 120 1 2
"7473" 986 119 118
"7474" 494 9 44
"7475" 10 4 56
"7476" 31 27 2
"7477" 113 0 4
"7478" 1078 91 82
"7479" 886 166 74
"7480" 9 8 49
"7481" 184 2 6
"7482" 548 102 34
"7483" 2 0 16
"7484" 859 62 85
"7485" 1032 97 98
"7486" 111 2 3
"7487" 74 0 1
"7488" 238 4 1
"7489" 251 1 2
"7490" 1153 108 75
"7491" 241 2 2
"7492" 14 12 41
"7493" 8 16 2
"7494" 3410 72 22
"7495" 238 1 10
"7496" 473 3 13
"7497" 10 84 9
"7498" 94 1 2
"7499" 126 4 4
"7500" 109 4 3
"7501" 241 10 11
"7502" 71 0 1
"7503" 8 25 4
"7504" 98 2 1
"7505" 90 0 1
"7506" 610 57 90
"7507" 939 121 69
"7508" 1326 187 59
"7509" 120 1 2
"7510" 563 64 53
"7511" 117 1 2
"7512" 560 76 40
"7513" 733 35 7
"7514" 94 4 0
"7515" 677 86 148
"7516" 1568 222 218
"7517" 67 0 3
"7518" 978 81 123
"7519" 79 5 3
"7520" 11 16 51
"7521" 120 5 6
"7522" 145 0 2
"7523" 8 1 22
"7524" 372 0 2
"7525" 5 17 1
"7526" 1275 173 89
"7527" 1392 199 175
"7528" 380 5 12
"7529" 83 2 2
"7530" 603 28 6
"7531" 287 2 25
"7532" 99 1 2
"7533" 81 2 2
"7534" 109 2 0
"7535" 90 0 3
"7536" 98 0 1
"7537" 145 2 1
"7538" 141 0 2
"7539" 413 5 0
"7540" 121 2 4
"7541" 218 2 2
"7542" 118 4 4
"7543" 217 0 2
"7544" 70 2 0
"7545" 129 1 6
"7546" 109 7 0
"7547" 82 0 1
"7548" 54 0 0
"7549" 69 1 3
"7550" 105 3 0
"7551" 56 0 0
"7552" 58 0 1
"7553" 69 0 1
"7554" 122 0 1
"7555" 25 24 1
"7556" 200 2 2
"7557" 101 0 0
"7558" 211 1 3
"7559" 1 43 1
"7560" 86 0 0
"7561" 80 1 0
"7562" 84 1 0
"7563" 212 0 1
"7564" 61 0 1
"7565" 1019 82 114
"7566" 18 2 92
"7567" 685 66 70
"7568" 167 2 2
"7569" 60 3 3
"7570" 1328 146 109
"7571" 1097 166 141
"7572" 813 168 49
"7573" 971 172 39
"7574" 93 1 0
"7575" 1233 137 127
"7576" 579 61 132
"7577" 989 71 25
"7578" 315 1 7
"7579" 4 2 19
"7580" 61 2 0
"7581" 105 3 3
"7582" 74 0 2
"7583" 5 7 27
"7584" 2 13 2
"7585" 71 1 2
"7586" 691 94 72
"7587" 1619 194 118
"7588" 128 2 10
"7589" 33 0 34
"7590" 159 1 14
"7591" 167 0 0
"7592" 70 0 1
"7593" 346 1 1
"7594" 1536 14 6
"7595" 59 0 1
"7596" 169 0 1
"7597" 603 6 3
"7598" 1056 17 63
"7599" 1893 1 11
"7600" 100 1 2
"7601" 69 0 2
"7602" 10 0 69
"7603" 78 2 3
"7604" 7 19 1
"7605" 259 1 5
"7606" 147 1 1
"7607" 162 1 5
"7608" 141 2 4
"7609" 1426 107 267
"7610" 106 1 2
"7611" 538 45 88
"7612" 1117 161 104
"7613" 9 3 28
"7614" 608 8 9
"7615" 1134 85 95
"7616" 201 3 4
"7617" 164 19 122
"7618" 608 132 65
"7619" 217 1 24
"7620" 16 0 25
"7621" 124 0 3
"7622" 5 0 55
"7623" 7 4 38
"7624" 784 138 93
"7625" 918 108 160
"7626" 194 22 3
"7627" 8 18 5
"7628" 126 2 3
"7629" 256 2 3
"7630" 16 80 3
"7631" 6 16 1
"7632" 128 0 3
"7633" 13 35 3
"7634" 132 0 1
"7635" 92 3 0
"7636" 10 31 0
"7637" 1650 146 146
"7638" 125 2 7
"7639" 1105 130 129
"7640" 1360 181 198
"7641" 140 1 1
"7642" 143 2 0
"7643" 56 0 4
"7644" 103 1 1
"7645" 1951 156 355
"7646" 130 2 8
"7647" 867 89 139
"7648" 87 1 4
"7649" 8 24 2
"7650" 91 2 0
"7651" 90 1 1
"7652" 85 1 1
"7653" 62 0 0
"7654" 725 5 9
"7655" 192 2 0
"7656" 5 0 16
"7657" 53 3 7
"7658" 1186 89 74
"7659" 503 46 28
"7660" 134 1 2
"7661" 6 18 1
"7662" 49 0 2
"7663" 61 1 0
"7664" 1142 26 111
"7665" 138 2 6
"7666" 6 22 12
"7667" 24 37 11
"7668" 71 3 2
"7669" 273 7 18
"7670" 116 3 2
"7671" 76 0 0
"7672" 107 1 2
"7673" 120 2 2
"7674" 74 3 1
"7675" 154 0 1
"7676" 82 1 0
"7677" 915 2 5
"7678" 135 1 1
"7679" 68 0 2
"7680" 66 0 1
"7681" 88 0 2
"7682" 1045 56 80
"7683" 240 6 3
"7684" 92 4 1
"7685" 96 0 2
"7686" 89 0 0
"7687" 135 4 3
"7688" 168 1 2
"7689" 75 0 1
"7690" 5 13 63
"7691" 1591 202 122
"7692" 2175 342 237
"7693" 4 38 2
"7694" 111 2 3
"7695" 83 1 2
"7696" 86 0 1
"7697" 1238 136 133
"7698" 1657 247 275
"7699" 1156 116 74
"7700" 969 73 89
"7701" 578 5 19
"7702" 130 0 0
"7703" 380 3 7
"7704" 684 84 43
"7705" 4 20 11
"7706" 115 2 11
"7707" 839 83 86
"7708" 761 79 45
"7709" 899 35 64
"7710" 74 3 6
"7711" 109 0 5
"7712" 62 0 1
"7713" 20 2 137
"7714" 63 2 1
"7715" 138 2 4
"7716" 154 1 5
"7717" 114 4 1
"7718" 26 37 3
"7719" 80 0 3
"7720" 10 57 5
"7721" 2 23 4
"7722" 1051 146 1
"7723" 91 3 1
"7724" 64 0 3
"7725" 108 3 0
"7726" 58 2 0
"7727" 93 2 1
"7728" 87 0 0
"7729" 58 2 1
"7730" 69 0 0
"7731" 59 0 2
"7732" 119 0 2
"7733" 916 18 8
"7734" 61 1 0
"7735" 74 0 1
"7736" 92 1 0
"7737" 96 3 2
"7738" 102 0 3
"7739" 143 1 2
"7740" 116 1 1
"7741" 415 2 19
"7742" 88 1 0
"7743" 884 91 20
"7744" 66 1 2
"7745" 73 1 1
"7746" 608 3 9
"7747" 6 20 35
"7748" 960 114 146
"7749" 985 74 238
"7750" 32 2 33
"7751" 12 13 64
"7752" 104 2 3
"7753" 67 2 3
"7754" 173 1 2
"7755" 454 73 15
"7756" 97 0 2
"7757" 4 0 21
"7758" 544 59 139
"7759" 1161 82 121
"7760" 266 5 3
"7761" 74 1 1
"7762" 78 1 1
"7763" 215 3 2
"7764" 140 1 2
"7765" 164 1 3
"7766" 823 64 8
"7767" 825 91 3
"7768" 672 90 57
"7769" 386 70 41
"7770" 76 11 1
"7771" 98 4 1
"7772" 135 4 6
"7773" 0 8 20
"7774" 166 0 1
"7775" 96 0 1
"7776" 172 3 6
"7777" 44 3 66
"7778" 158 5 5
"7779" 9 0 33
"7780" 173 1 31
"7781" 138 7 120
"7782" 122 3 14
"7783" 279 1 63
"7784" 252 3 5
"7785" 93 0 10
"7786" 127 0 5
"7787" 335 50 43
"7788" 214 0 44
"7789" 87 2 8
"7790" 987 88 176
"7791" 27 0 24
"7792" 10 3 31
"7793" 6 3 84
"7794" 68 2 7
"7795" 37 183 55
"7796" 863 12 50
"7797" 174 4 0
"7798" 929 74 69
"7799" 115 2 4
"7800" 166 1 3
"7801" 111 2 3
"7802" 79 0 0
"7803" 106 1 2
"7804" 14 44 3
"7805" 54 0 3
"7806" 310 40 9
"7807" 890 135 97
"7808" 92 0 0
"7809" 239 1 2
"7810" 67 0 0
"7811" 114 3 3
"7812" 119 5 10
"7813" 12 3 47
"7814" 3 17 13
"7815" 780 97 157
"7816" 83 2 1
"7817" 7 4 17
"7818" 112 0 20
"7819" 150 5 5
"7820" 18 0 29
"7821" 2067 45 197
"7822" 391 15 58
"7823" 3 43 7
"7824" 486 67 48
"7825" 2 2 28
"7826" 663 76 112
"7827" 2 0 50
"7828" 34 5 169
"7829" 817 95 27
"7830" 1002 248 135
"7831" 19 1 70
"7832" 1059 109 192
"7833" 73 0 4
"7834" 197 10 44
"7835" 80 0 5
"7836" 11 36 2
"7837" 795 123 102
"7838" 1141 121 165
"7839" 1280 120 141
"7840" 871 132 122
"7841" 8 23 0
"7842" 625 86 66
"7843" 185 9 6
"7844" 1157 111 53
"7845" 1184 133 216
"7846" 599 74 86
"7847" 638 32 99
"7848" 694 90 46
"7849" 437 0 0
"7850" 59 0 0
"7851" 328 37 4
"7852" 11 36 4
"7853" 15 27 2
"7854" 714 118 245
"7855" 54 1 1
"7856" 69 29 66
"7857" 439 34 57
"7858" 345 22 64
"7859" 139 51 52
"7860" 544 39 90
"7861" 436 49 55
"7862" 348 26 34
"7863" 519 31 109
"7864" 396 34 57
"7865" 6 16 34
"7866" 630 162 97
"7867" 142 42 117
"7868" 611 57 64
"7869" 837 109 140
"7870" 800 137 80
"7871" 631 126 55
"7872" 621 121 82
"7873" 0 13 8
"7874" 4 33 7
"7875" 7 36 3
"7876" 13 38 7
"7877" 935 210 131
"7878" 21 55 4
"7879" 63 2 5
"7880" 19 3 164
"7881" 16 33 1
"7882" 20 1 55
"7883" 906 209 120
"7884" 619 134 92
"7885" 783 93 128
"7886" 1227 263 60
"7887" 749 138 115
"7888" 584 46 32
"7889" 367 39 123
"7890" 6 2 41
"7891" 10 1 73
"7892" 68 2 1
"7893" 817 150 121
"7894" 1590 74 36
"7895" 18 14 119
"7896" 224 3 3
"7897" 211 7 5
"7898" 96 1 3
"7899" 72 1 3
"7900" 6 6 23
"7901" 263 9 1
"7902" 103 0 3
"7903" 184 1 1
"7904" 369 4 9
"7905" 99 0 6
"7906" 221 1 5
"7907" 183 0 1
"7908" 96 2 3
"7909" 83 0 5
"7910" 94 0 3
"7911" 1674 99 196
"7912" 774 125 129
"7913" 722 110 100
"7914" 8 19 1
"7915" 83 1 3
"7916" 2 18 1
"7917" 290 2 8
"7918" 6 48 3
"7919" 11 16 0
"7920" 7 28 3
"7921" 33 97 6
"7922" 2 23 0
"7923" 11 55 2
"7924" 19 3 56
"7925" 29 16 3
"7926" 9 27 0
"7927" 75 2 0
"7928" 73 1 3
"7929" 467 67 126
"7930" 1511 273 98
"7931" 179 1 6
"7932" 751 7 7
"7933" 58 7 665
"7934" 993 120 65
"7935" 154 0 3
"7936" 7 27 1
"7937" 949 47 67
"7938" 52 2 1
"7939" 106 20 4
"7940" 533 73 41
"7941" 370 73 50
"7942" 806 155 73
"7943" 222 46 9
"7944" 2 32 0
"7945" 330 6 10
"7946" 410 5 15
"7947" 10 2 22
"7948" 1813 156 154
"7949" 770 69 75
"7950" 21 34 5
"7951" 39 77 39
"7952" 64 0 7
"7953" 52 2 5
"7954" 132 3 21
"7955" 4 2 25
"7956" 422 64 106
"7957" 396 52 41
"7958" 1973 270 257
"7959" 6 6 40
"7960" 297 68 46
"7961" 5 34 5
"7962" 140 3 77
"7963" 33 9 104
"7964" 563 79 70
"7965" 376 7 33
"7966" 1196 214 108
"7967" 503 66 44
"7968" 537 52 55
"7969" 1455 240 238
"7970" 7 62 8
"7971" 67 5 3
"7972" 483 12 23
"7973" 653 66 68
"7974" 1204 181 76
"7975" 661 63 91
"7976" 948 128 65
"7977" 185 1 25
"7978" 1123 128 98
"7979" 1013 137 141
"7980" 896 99 99
"7981" 345 6 6
"7982" 8 107 0
"7983" 582 31 29
"7984" 766 29 100
"7985" 770 64 48
"7986" 169 8 11
"7987" 10 9 19
"7988" 119 1 30
"7989" 174 1 20
"7990" 17 8 29
"7991" 741 134 63
"7992" 680 89 58
"7993" 979 144 98
"7994" 290 7 10
"7995" 61 3 1
"7996" 59 107 91
"7997" 70 1 3
"7998" 141 0 63
"7999" 662 117 49
"8000" 1 26 0
"8001" 808 96 80
"8002" 14 4 62
"8003" 78 1 3
"8004" 202 3 2
"8005" 290 3 5
"8006" 70 0 2
"8007" 9 17 3
"8008" 1931 73 3
"8009" 535 4 0
"8010" 216 3 1
"8011" 77 3 3
"8012" 7 22 1
"8013" 900 128 83
"8014" 1019 110 90
"8015" 104 0 132
"8016" 159 2 6
"8017" 335 2 2
"8018" 900 87 66
"8019" 195 18 4
"8020" 866 74 44
"8021" 818 131 47
"8022" 92 1 0
"8023" 461 112 40
"8024" 11 53 3
"8025" 12 4 21
"8026" 140 0 1
"8027" 194 0 3
"8028" 575 120 55
"8029" 23 66 208
"8030" 9 23 6
"8031" 535 115 37
"8032" 7 48 4
"8033" 6 4 35
"8034" 181 0 2
"8035" 721 90 127
"8036" 2 24 0
"8037" 180 0 2
"8038" 108 1 4
"8039" 394 4 24
"8040" 173 3 5
"8041" 287 8 8
"8042" 515 24 37
"8043" 9 12 1
"8044" 172 7 0
"8045" 318 5 2
"8046" 142 29 21
"8047" 59 2 7
"8048" 579 14 21
"8049" 50 2 0
"8050" 1732 119 78
"8051" 78 1 2
"8052" 77 0 1
"8053" 76 0 0
"8054" 2138 215 1
"8055" 4 45 0
"8056" 77 0 2
"8057" 457 73 51
"8058" 77 5 1
"8059" 70 1 0
"8060" 8 18 1
"8061" 162 1 4
"8062" 764 118 38
"8063" 584 25 38
"8064" 9 14 5
"8065" 245 7 6
"8066" 587 61 140
"8067" 238 2 2
"8068" 1233 140 231
"8069" 7 4 26
"8070" 21 20 37
"8071" 12 45 5
"8072" 6 31 7
"8073" 55 27 226
"8074" 51 4 64
"8075" 71 7 8
"8076" 69 2 45
"8077" 91 0 9
"8078" 498 6 217
"8079" 32 1 20
"8080" 79 2 1
"8081" 787 108 56
"8082" 96 0 4
"8083" 90 0 3
"8084" 806 180 109
"8085" 597 87 38
"8086" 5 6 71
"8087" 689 48 112
"8088" 952 135 73
"8089" 1071 124 136
"8090" 1084 172 137
"8091" 206 4 5
"8092" 694 69 88
"8093" 718 52 132
"8094" 1020 108 121
"8095" 168 2 2
"8096" 1342 246 55
"8097" 1145 110 137
"8098" 227 14 16
"8099" 872 79 79
"8100" 132 1 0
"8101" 123 0 2
"8102" 7 110 2
"8103" 73 2 7
"8104" 212 0 6
"8105" 155 14 50
"8106" 265 10 45
"8107" 1162 188 197
"8108" 125 1 9
"8109" 32 34 2
"8110" 8 14 27
"8111" 46 6 183
"8112" 502 39 8
"8113" 1047 105 137
"8114" 12 3 32
"8115" 124 1 3
"8116" 224 2 6
"8117" 798 102 79
"8118" 914 144 101
"8119" 606 73 153
"8120" 941 188 159
"8121" 1629 234 92
"8122" 79 2 4
"8123" 74 0 3
"8124" 479 43 16
"8125" 5 0 23
"8126" 11 1 29
"8127" 115 1 3
"8128" 456 49 123
"8129" 769 72 65
"8130" 571 72 99
"8131" 992 92 109
"8132" 743 114 56
"8133" 6 9 51
"8134" 1194 96 176
"8135" 810 81 81
"8136" 5 13 23
"8137" 153 16 16
"8138" 93 1 3
"8139" 606 42 51
"8140" 71 0 1
"8141" 3138 267 735
"8142" 28 22 98
"8143" 110 1 8
"8144" 659 47 46
"8145" 107 2 9
"8146" 307 2 7
"8147" 1472 159 67
"8148" 1233 87 212
